Goal, Target, Indicator, SeriesCode, SeriesDescription, GeoAreaCode, GeoAreaName, TimePeriod, Value, Time_Detail,  UpperBound, LowerBound, BasePeriod, Source, FootNote, Nature, Units,[Reporting Type]
"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)","170","Colombia","2011","6.3","2011","","","","World Development Indicators database, World Bank","Estimated from unit-record income data.","G","PERCENT","G"
"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)","170","Colombia","2012","6.2","2012","","","","World Development Indicators database, World Bank","Estimated from unit-record income data.","G","PERCENT","G"
"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)","170","Colombia","2013","5.7","2013","","","","World Development Indicators database, World Bank","Estimated from unit-record income data.","G","PERCENT","G"
"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)","170","Colombia","2014","5","2014","","","","World Development Indicators database, World Bank","Estimated from unit-record income data.","G","PERCENT","G"
"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)","170","Colombia","2015","4.5","2015","","","","World Development Indicators database, World Bank","Estimated from unit-record income data.","G","PERCENT","G"
"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)","170","Colombia","2016","4.5","2016","","","","World Development Indicators database, World Bank","Estimated from unit-record income data.","G","PERCENT","G"
"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)","170","Colombia","2017","3.9","2017","","","","World Development Indicators database, World Bank","Estimated from unit-record income data.","G","PERCENT","G"
"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)","174","Comoros","2004","13.5","2004","","","","World Development Indicators database, World Bank","Estimated from unit-record consumption data.","G","PERCENT","G"
"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)","174","Comoros","2013","17.9","2013","","","","World Development Indicators database, World Bank","Estimated from unit-record consumption data.","G","PERCENT","G"
"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)","178","Congo","2005","53.4","2005","","","","World Development Indicators database, World Bank","Estimated from unit-record consumption data.","G","PERCENT","G"
"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)","178","Congo","2011","37","2011","","","","World Development Indicators database, World Bank","Estimated from unit-record consumption data.","G","PERCENT","G"
"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)","180","Democratic Republic of the Congo","2004","94.1","2004","","","","World Development Indicators database, World Bank","Estimated from unit-record consumption data.","G","PERCENT","G"
"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)","180","Democratic Republic of the Congo","2012","76.6","2012","","","","World Development Indicators database, World Bank","Estimated from unit-record consumption data.","G","PERCENT","G"
"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)","188","Costa Rica","2000","6.5","2000","","","","World Development Indicators database, World Bank","Estimated from unit-record income data.","G","PERCENT","G"
"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)","188","Costa Rica","2001","4.7","2001","","","","World Development Indicators database, World Bank","Estimated from unit-record income data.","G","PERCENT","G"
"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)","188","Costa Rica","2002","4.5","2002","","","","World Development Indicators database, World Bank","Estimated from unit-record income data.","G","PERCENT","G"
"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)","188","Costa Rica","2003","4.4","2003","","","","World Development Indicators database, World Bank","Estimated from unit-record income data.","G","PERCENT","G"
"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)","188","Costa Rica","2004","4.3","2004","","","","World Development Indicators database, World Bank","Estimated from unit-record income data.","G","PERCENT","G"
"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)","188","Costa Rica","2005","3.1","2005","","","","World Development Indicators database, World Bank","Estimated from unit-record income data.","G","PERCENT","G"
"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)","188","Costa Rica","2006","3.2","2006","","","","World Development Indicators database, World Bank","Estimated from unit-record income data.","G","PERCENT","G"
"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)","188","Costa Rica","2007","1.7","2007","","","","World Development Indicators database, World Bank","Estimated from unit-record income data.","G","PERCENT","G"
"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)","188","Costa Rica","2008","2.2","2008","","","","World Development Indicators database, World Bank","Estimated from unit-record income data.","G","PERCENT","G"
"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)","188","Costa Rica","2009","2.4","2009","","","","World Development Indicators database, World Bank","Estimated from unit-record income data.","G","PERCENT","G"
"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)","188","Costa Rica","2010","1.5","2010","","","","World Development Indicators database, World Bank","Estimated from unit-record income data.","G","PERCENT","G"
"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)","188","Costa Rica","2011","1.6","2011","","","","World Development Indicators database, World Bank","Estimated from unit-record income data.","G","PERCENT","G"
"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)","188","Costa Rica","2012","1.6","2012","","","","World Development Indicators database, World Bank","Estimated from unit-record income data.","G","PERCENT","G"
"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)","188","Costa Rica","2013","1.6","2013","","","","World Development Indicators database, World Bank","Estimated from unit-record income data.","G","PERCENT","G"
"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)","188","Costa Rica","2014","1.4","2014","","","","World Development Indicators database, World Bank","Estimated from unit-record income data.","G","PERCENT","G"
"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)","188","Costa Rica","2015","1.5","2015","","","","World Development Indicators database, World Bank","Estimated from unit-record income data.","G","PERCENT","G"
"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)","188","Costa Rica","2016","1.3","2016","","","","World Development Indicators database, World Bank","Estimated from unit-record income data.","G","PERCENT","G"
"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)","188","Costa Rica","2017","1","2017","","","","World Development Indicators database, World Bank","Estimated from unit-record income data.","G","PERCENT","G"
"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)","191","Croatia","2009","1","2009","","","","World Development Indicators database, World Bank","Estimated from unit-record income data.","G","PERCENT","G"
"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)","191","Croatia","2010","1.2","2010","","","","World Development Indicators database, World Bank","Estimated from unit-record income data.","G","PERCENT","G"
"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)","191","Croatia","2011","0.7","2011","","","","World Development Indicators database, World Bank","Estimated from unit-record income data.","G","PERCENT","G"
"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)","191","Croatia","2012","0.7","2012","","","","World Development Indicators database, World Bank","Estimated from unit-record income data.","G","PERCENT","G"
"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)","191","Croatia","2013","0.7","2013","","","","World Development Indicators database, World Bank","Estimated from unit-record income data.","G","PERCENT","G"
"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)","191","Croatia","2014","1","2014","","","","World Development Indicators database, World Bank","Estimated from unit-record income data.","G","PERCENT","G"
"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)","191","Croatia","2015","0.7","2015","","","","World Development Indicators database, World Bank","Estimated from unit-record income data.","G","PERCENT","G"
"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)","196","Cyprus","2004","0","2004","","","","World Development Indicators database, World Bank","Estimated from unit-record income data.","G","PERCENT","G"
"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)","196","Cyprus","2005","0","2005","","","","World Development Indicators database, World Bank","Estimated from unit-record income data.","G","PERCENT","G"
"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)","196","Cyprus","2006","0","2006","","","","World Development Indicators database, World Bank","Estimated from unit-record income data.","G","PERCENT","G"
"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)","196","Cyprus","2007","0","2007","","","","World Development Indicators database, World Bank","Estimated from unit-record income data.","G","PERCENT","G"
"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)","196","Cyprus","2008","0","2008","","","","World Development Indicators database, World Bank","Estimated from unit-record income data.","G","PERCENT","G"
"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)","196","Cyprus","2009","0","2009","","","","World Development Indicators database, World Bank","Estimated from unit-record income data.","G","PERCENT","G"
"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)","196","Cyprus","2010","0","2010","","","","World Development Indicators database, World Bank","Estimated from unit-record income data.","G","PERCENT","G"
"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)","196","Cyprus","2011","0","2011","","","","World Development Indicators database, World Bank","Estimated from unit-record income data.","G","PERCENT","G"
"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)","196","Cyprus","2012","0","2012","","","","World Development Indicators database, World Bank","Estimated from unit-record income data.","G","PERCENT","G"
"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)","196","Cyprus","2013","0","2013","","","","World Development Indicators database, World Bank","Estimated from unit-record income data.","G","PERCENT","G"
"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)","196","Cyprus","2014","0","2014","","","","World Development Indicators database, World Bank","Estimated from unit-record income data.","G","PERCENT","G"
"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)","196","Cyprus","2015","0","2015","","","","World Development Indicators database, World Bank","Estimated from unit-record income data.","G","PERCENT","G"
"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)","199","Least Developed Countries (LDCs)","2002","55.5","2002","","","","World Development Indicators database, World Bank","","G","PERCENT","G"
"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)","199","Least Developed Countries (LDCs)","2005","48.1","2005","","","","World Development Indicators database, World Bank","","G","PERCENT","G"
"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)","199","Least Developed Countries (LDCs)","2008","42.9","2008","","","","World Development Indicators database, World Bank","","G","PERCENT","G"
"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)","199","Least Developed Countries (LDCs)","2010","40.5","2010","","","","World Development Indicators database, World Bank","","G","PERCENT","G"
"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)","199","Least Developed Countries (LDCs)","2011","39.1","2011","","","","World Development Indicators database, World Bank","","G","PERCENT","G"
"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)","199","Least Developed Countries (LDCs)","2012","37.4","2012","","","","World Development Indicators database, World Bank","","G","PERCENT","G"
"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)","199","Least Developed Countries (LDCs)","2013","36.2","2013","","","","World Development Indicators database, World Bank","","G","PERCENT","G"
"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)","199","Least Developed Countries (LDCs)","2015","35.2","2015","","","","World Development Indicators database, World Bank","","G","PERCENT","G"
"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)","202","Sub-Saharan Africa","2002","56.4","2002","","","","World Development Indicators database, World Bank","","G","PERCENT","G"
"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)","202","Sub-Saharan Africa","2005","51.9","2005","","","","World Development Indicators database, World Bank","","G","PERCENT","G"
"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)","202","Sub-Saharan Africa","2008","49.3","2008","","","","World Development Indicators database, World Bank","","G","PERCENT","G"
"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)","202","Sub-Saharan Africa","2010","47.8","2010","","","","World Development Indicators database, World Bank","","G","PERCENT","G"
"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)","202","Sub-Saharan Africa","2011","46.3","2011","","","","World Development Indicators database, World Bank","","G","PERCENT","G"
"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)","202","Sub-Saharan Africa","2012","45.2","2012","","","","World Development Indicators database, World Bank","","G","PERCENT","G"
"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)","202","Sub-Saharan Africa","2013","43.8","2013","","","","World Development Indicators database, World Bank","","G","PERCENT","G"
"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)","202","Sub-Saharan Africa","2015","42.4","2015","","","","World Development Indicators database, World Bank","","G","PERCENT","G"
"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)","203","Czechia","2004","0","2004","","","","World Development Indicators database, World Bank","Estimated from unit-record income data.","G","PERCENT","G"
"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)","203","Czechia","2005","0","2005","","","","World Development Indicators database, World Bank","Estimated from unit-record income data.","G","PERCENT","G"
"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)","203","Czechia","2006","0","2006","","","","World Development Indicators database, World Bank","Estimated from unit-record income data.","G","PERCENT","G"
"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)","203","Czechia","2007","0","2007","","","","World Development Indicators database, World Bank","Estimated from unit-record income data.","G","PERCENT","G"
"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)","203","Czechia","2008","0","2008","","","","World Development Indicators database, World Bank","Estimated from unit-record income data.","G","PERCENT","G"
"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)","203","Czechia","2009","0","2009","","","","World Development Indicators database, World Bank","Estimated from unit-record income data.","G","PERCENT","G"
"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)","203","Czechia","2010","0","2010","","","","World Development Indicators database, World Bank","Estimated from unit-record income data.","G","PERCENT","G"
"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)","203","Czechia","2011","0","2011","","","","World Development Indicators database, World Bank","Estimated from unit-record income data.","G","PERCENT","G"
"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)","203","Czechia","2012","0","2012","","","","World Development Indicators database, World Bank","Estimated from unit-record income data.","G","PERCENT","G"
"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)","203","Czechia","2013","0","2013","","","","World Development Indicators database, World Bank","Estimated from unit-record income data.","G","PERCENT","G"
"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)","203","Czechia","2014","0","2014","","","","World Development Indicators database, World Bank","Estimated from unit-record income data.","G","PERCENT","G"
"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)","203","Czechia","2015","0","2015","","","","World Development Indicators database, World Bank","Estimated from unit-record income data.","G","PERCENT","G"
"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)","204","Benin","2003","48.8","2003","","","","World Development Indicators database, World Bank","Estimated from unit-record consumption data.","G","PERCENT","G"
"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)","204","Benin","2011","53.1","2011","","","","World Development Indicators database, World Bank","Estimated from unit-record consumption data.","G","PERCENT","G"
"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)","204","Benin","2015","49.5","2015","","","","World Development Indicators database, World Bank","Estimated from unit-record consumption data.","G","PERCENT","G"
"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)","208","Denmark","2003","0.2","2003","","","","World Development Indicators database, World Bank","Estimated from unit-record income data.","G","PERCENT","G"
"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)","208","Denmark","2004","0.2","2004","","","","World Development Indicators database, World Bank","Estimated from unit-record income data.","G","PERCENT","G"
"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)","208","Denmark","2005","0.2","2005","","","","World Development Indicators database, World Bank","Estimated from unit-record income data.","G","PERCENT","G"
"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)","208","Denmark","2006","0.2","2006","","","","World Development Indicators database, World Bank","Estimated from unit-record income data.","G","PERCENT","G"
"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)","208","Denmark","2007","0","2007","","","","World Development Indicators database, World Bank","Estimated from unit-record income data.","G","PERCENT","G"
"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)","208","Denmark","2008","0.2","2008","","","","World Development Indicators database, World Bank","Estimated from unit-record income data.","G","PERCENT","G"
"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)","208","Denmark","2009","0.5","2009","","","","World Development Indicators database, World Bank","Estimated from unit-record income data.","G","PERCENT","G"
"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)","208","Denmark","2010","0","2010","","","","World Development Indicators database, World Bank","Estimated from unit-record income data.","G","PERCENT","G"
"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)","208","Denmark","2011","0","2011","","","","World Development Indicators database, World Bank","Estimated from unit-record income data.","G","PERCENT","G"
"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)","208","Denmark","2012","0","2012","","","","World Development Indicators database, World Bank","Estimated from unit-record income data.","G","PERCENT","G"
"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)","208","Denmark","2013","0.2","2013","","","","World Development Indicators database, World Bank","Estimated from unit-record income data.","G","PERCENT","G"
"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)","208","Denmark","2014","0.2","2014","","","","World Development Indicators database, World Bank","Estimated from unit-record income data.","G","PERCENT","G"
"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)","208","Denmark","2015","0.2","2015","","","","World Development Indicators database, World Bank","Estimated from unit-record income data.","G","PERCENT","G"
"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)","214","Dominican Republic","2000","5.5","2000","","","","World Development Indicators database, World Bank","Estimated from unit-record income data.","G","PERCENT","G"
"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)","214","Dominican Republic","2001","3.9","2001","","","","World Development Indicators database, World Bank","Estimated from unit-record income data.","G","PERCENT","G"
"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)","214","Dominican Republic","2002","5.6","2002","","","","World Development Indicators database, World Bank","Estimated from unit-record income data.","G","PERCENT","G"
"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)","214","Dominican Republic","2003","6.6","2003","","","","World Development Indicators database, World Bank","Estimated from unit-record income data.","G","PERCENT","G"
"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)","214","Dominican Republic","2004","8.5","2004","","","","World Development Indicators database, World Bank","Estimated from unit-record income data.","G","PERCENT","G"
"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)","214","Dominican Republic","2005","5.6","2005","","","","World Development Indicators database, World Bank","Estimated from unit-record income data.","G","PERCENT","G"
"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)","214","Dominican Republic","2006","4.3","2006","","","","World Development Indicators database, World Bank","Estimated from unit-record income data.","G","PERCENT","G"
"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)","214","Dominican Republic","2007","4.3","2007","","","","World Development Indicators database, World Bank","Estimated from unit-record income data.","G","PERCENT","G"
"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)","214","Dominican Republic","2008","3.7","2008","","","","World Development Indicators database, World Bank","Estimated from unit-record income data.","G","PERCENT","G"
"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)","214","Dominican Republic","2009","3.1","2009","","","","World Development Indicators database, World Bank","Estimated from unit-record income data.","G","PERCENT","G"
"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)","214","Dominican Republic","2010","2.5","2010","","","","World Development Indicators database, World Bank","Estimated from unit-record income data.","G","PERCENT","G"
"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)","214","Dominican Republic","2011","2.9","2011","","","","World Development Indicators database, World Bank","Estimated from unit-record income data.","G","PERCENT","G"
"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)","214","Dominican Republic","2012","2.6","2012","","","","World Development Indicators database, World Bank","Estimated from unit-record income data.","G","PERCENT","G"
"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)","214","Dominican Republic","2013","2.2","2013","","","","World Development Indicators database, World Bank","Estimated from unit-record income data.","G","PERCENT","G"
"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)","214","Dominican Republic","2014","2.1","2014","","","","World Development Indicators database, World Bank","Estimated from unit-record income data.","G","PERCENT","G"
"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)","214","Dominican Republic","2015","1.8","2015","","","","World Development Indicators database, World Bank","Estimated from unit-record income data.","G","PERCENT","G"
"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)","214","Dominican Republic","2016","1.6","2016","","","","World Development Indicators database, World Bank","Estimated from unit-record income data.","G","PERCENT","G"
"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)","218","Ecuador","2000","28.2","2000","","","","World Development Indicators database, World Bank","Estimated from unit-record income data.","G","PERCENT","G"
"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)","218","Ecuador","2003","14.5","2003","","","","World Development Indicators database, World Bank","Estimated from unit-record income data.","G","PERCENT","G"
"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)","218","Ecuador","2004","15","2004","","","","World Development Indicators database, World Bank","Estimated from unit-record income data.","G","PERCENT","G"
"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)","218","Ecuador","2005","12.1","2005","","","","World Development Indicators database, World Bank","Estimated from unit-record income data.","G","PERCENT","G"
"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)","218","Ecuador","2006","8.1","2006","","","","World Development Indicators database, World Bank","Estimated from unit-record income data.","G","PERCENT","G"
"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)","218","Ecuador","2007","8.5","2007","","","","World Development Indicators database, World Bank","Estimated from unit-record income data.","G","PERCENT","G"
"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)","218","Ecuador","2008","7.5","2008","","","","World Development Indicators database, World Bank","Estimated from unit-record income data.","G","PERCENT","G"
"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)","218","Ecuador","2009","7.2","2009","","","","World Development Indicators database, World Bank","Estimated from unit-record income data.","G","PERCENT","G"
"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)","218","Ecuador","2010","5.6","2010","","","","World Development Indicators database, World Bank","Estimated from unit-record income data.","G","PERCENT","G"
"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)","218","Ecuador","2011","4.7","2011","","","","World Development Indicators database, World Bank","Estimated from unit-record income data.","G","PERCENT","G"
"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)","218","Ecuador","2012","4.5","2012","","","","World Development Indicators database, World Bank","Estimated from unit-record income data.","G","PERCENT","G"
"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)","218","Ecuador","2013","3.2","2013","","","","World Development Indicators database, World Bank","Estimated from unit-record income data.","G","PERCENT","G"
"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)","218","Ecuador","2014","2.6","2014","","","","World Development Indicators database, World Bank","Estimated from unit-record income data.","G","PERCENT","G"
"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)","218","Ecuador","2015","3.4","2015","","","","World Development Indicators database, World Bank","Estimated from unit-record income data.","G","PERCENT","G"
"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)","218","Ecuador","2016","3.6","2016","","","","World Development Indicators database, World Bank","Estimated from unit-record income data.","G","PERCENT","G"
"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)","218","Ecuador","2017","3.2","2017","","","","World Development Indicators database, World Bank","Estimated from unit-record income data.","G","PERCENT","G"
"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)","222","El Salvador","2000","12.2","2000","","","","World Development Indicators database, World Bank","Estimated from unit-record income data.","G","PERCENT","G"
"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)","222","El Salvador","2001","13.5","2001","","","","World Development Indicators database, World Bank","Estimated from unit-record income data.","G","PERCENT","G"
"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)","222","El Salvador","2002","14","2002","","","","World Development Indicators database, World Bank","Estimated from unit-record income data.","G","PERCENT","G"
"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)","222","El Salvador","2003","14.8","2003","","","","World Development Indicators database, World Bank","Estimated from unit-record income data.","G","PERCENT","G"
"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)","222","El Salvador","2004","10.9","2004","","","","World Development Indicators database, World Bank","Estimated from unit-record income data.","G","PERCENT","G"
"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)","222","El Salvador","2005","10.4","2005","","","","World Development Indicators database, World Bank","Estimated from unit-record income data.","G","PERCENT","G"
"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)","222","El Salvador","2006","6.9","2006","","","","World Development Indicators database, World Bank","Estimated from unit-record income data.","G","PERCENT","G"
"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)","222","El Salvador","2007","4.5","2007","","","","World Development Indicators database, World Bank","Estimated from unit-record income data.","G","PERCENT","G"
"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)","222","El Salvador","2008","6.7","2008","","","","World Development Indicators database, World Bank","Estimated from unit-record income data.","G","PERCENT","G"
"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)","222","El Salvador","2009","6.4","2009","","","","World Development Indicators database, World Bank","Estimated from unit-record income data.","G","PERCENT","G"
"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)","222","El Salvador","2010","5.5","2010","","","","World Development Indicators database, World Bank","Estimated from unit-record income data.","G","PERCENT","G"
"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)","222","El Salvador","2011","4.5","2011","","","","World Development Indicators database, World Bank","Estimated from unit-record income data.","G","PERCENT","G"
"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)","222","El Salvador","2012","4.1","2012","","","","World Development Indicators database, World Bank","Estimated from unit-record income data.","G","PERCENT","G"
"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)","222","El Salvador","2013","3.2","2013","","","","World Development Indicators database, World Bank","Estimated from unit-record income data.","G","PERCENT","G"
