reading_score,math_score,knowledge_score,p2income,incomecat
28.39,23.4,21.485,32000,1
26.63,11.78,11.441,40000,2
25.07,17.39,16.185,26000,1
32.67,20.66,17.911,61000,2
50.03,42.72,30.408,45000,2
25.07,16.1,17.771,50000,2
35.3,33.93,23.674,14900,1
24.23,17.78,16.761,55000,2
32.23,17.25,18.913,40000,2
38.64,40.58,23.575,25000,1
41.02,25.46,29.759,90000,3
35.14,27.89,26.734,80000,3
37.32,19.06,30.279,150000,3
36.21,23.11,29.717,140000,3
39.41,29.02,26.565,72000,3
43.48,28.94,33.552,150000,3
35.47,27.32,28.432,75000,3
34.61,28.36,30.06,28000,1
26.34,19.22,23.8,55000,2
40.04,28.05,34.015,150000,3
33.85,19.25,15.466,150000,3
36.13,25.16,18.763,100000,3
30.88,20.5,19.608,110000,3
34.35,27.6,22.478,150000,3
47.39,41.5,33.283,55000,2
42.09,34.41,32.466,150000,3
38.79,49.55,27.371,140000,3
25.06,13.67,22.362,27000,1
41.47,26.6,19.244,100000,3
36.07,29.94,30.356,80000,3
38.53,32.52,26.836,55000,2
38.72,33.4,23.663,40000,2
24.58,16.56,11.955,90000,3
37.53,24.38,19.013,47000,2
54.07,55.3,36.716,70000,3
26.75,21.38,27.534,40000,2
34.85,33.03,26.972,60000,2
42.35,34.76,25.698,50000,2
63.17,34.52,23.73,32000,1
38.78,38.87,28.762,45000,2
33.52,22.57,20.929,105000,3
22.56,18.25,11.289,65000,2
31.69,26.18,23.439,45000,2
35.67,23.86,31.522,40000,2
31.09,19.03,25.104,55000,2
37.16,19.81,20.028,37000,1
36.59,26.78,15.039,100000,3
40.45,33.03,21.922,50000,2
26.37,29.92,19.908,17000,1
24.77,20.82,16.508,130000,3
48.59,37.34,33.431,125000,3
34.86,22.14,17.765,100000,3
27.31,24.38,35.57,90000,3
37.11,24.93,23.992,45000,2
26.65,13.58,20.869,32000,1
33.85,23.58,20.392,150000,3
34.06,26.04,28.015,16008,1
37.42,36.03,27.061,110000,3
28.43,19.36,18.963,15000,1
48.8,28.26,23.499,70000,3
27.37,17.65,13.918,52000,2
37.01,26.23,23.706,75000,3
29.87,22.97,16.976,50000,2
27.98,21.37,14.844,37000,1
23.34,19.18,16.309,33000,1
30.49,21.96,16.001,65000,2
38.01,25.32,22.925,50000,2
27.77,17.79,15.074,8000,1
33.31,23.8,20.784,60000,2
34.79,26.3,14.355,45000,2
27.5,24.6,15.027,45000,2
29.67,19,25.195,36000,1
33.1,32.56,40.163,62000,2
28.48,22.19,21.497,90000,3
35.49,33.08,40.449,62000,2
53.51,39.78,33.609,50000,2
31.89,27.85,14.489,26000,1
34.85,26.07,35.004,55000,2
37.94,29.54,30.814,60000,2
30.49,21.36,29.22,60000,2
52.88,48.65,30.405,60000,2
28.57,24.47,22.704,35000,1
34.39,24.66,34.69,70000,3
44.61,27.45,32.689,70000,3
33.29,27.06,30.068,53000,2
33.38,27.82,27.892,95000,3
35.25,22.57,30.344,24000,1
34.21,27.38,28.369,80000,3
39.2,36.31,31.937,60000,2
37.02,31.9,23.954,150000,3
44.16,39,35.029,95000,3
33.69,25.45,21.206,60000,2
36.82,22.3,24.539,38000,1
35.2,40.15,33.87,75000,3
36.42,34.78,27.489,65000,2
29.32,21.89,25.579,35000,1
37.5,26.6,36.36,60000,2
28.62,24.52,19.075,80000,3
25.35,28.8,27.276,60000,2
43.39,28.34,21.963,95000,3
32.17,27.46,26.562,35000,1
24.85,21.46,19.657,60000,2
29.97,23.7,25.061,70000,3
26.75,19.43,22.755,150000,3
43.88,26.52,27.705,110000,3
25.93,27.04,28.648,34000,1
26.45,26.1,21.191,47000,2
27.96,21.35,25.75,70000,3
29.88,19.38,30.962,70000,3
36.46,24.76,21.905,150000,3
25.23,20.33,17.593,29000,1
36.39,28.89,27.105,33000,1
26.23,17.62,26.934,21000,1
34.34,21.67,23.48,18000,1
31.55,23.85,20.767,22000,1
32.27,25.05,22.97,50000,2
29.99,18.99,13.761,42000,2
34.49,25.22,18.738,30000,1
52.18,23.82,17.746,90000,3
34.64,28.47,19.96,48000,2
33.58,28.93,37.429,70000,3
37.24,28.13,32.171,70000,3
32.29,21.7,20.83,100000,3
22.93,16.47,16.028,40000,2
35.41,28.66,25.729,60000,2
32.89,21.45,31.983,20000,1
33.13,24.09,13.225,60000,2
30.87,24.02,21.74,17000,1
48.27,26.72,32.779,35000,1
34.66,25.6,25.822,55000,2
31.74,19.89,18.005,55000,2
34.39,20.54,17.219,27000,1
26.21,24.92,24.064,50000,2
26.76,11.8,10.393,26000,1
28.92,13.85,18.781,65000,2
26.02,21.51,14.397,35000,1
25.73,18.03,12.146,24000,1
34.84,23.03,18.937,34000,1
32.15,26.07,16.984,56000,2
33.86,21.47,26.796,40000,2
31.07,35.5,21.449,50000,2
38.21,20.04,26.406,40000,2
32.55,26.61,20.415,35000,1
37.04,29.02,23.223,40000,2
29.49,22.63,17.522,32000,1
24.53,17.29,20.187,33000,1
34.62,40.39,29.812,60000,2
28.05,19.28,17.292,30000,1
36.3,34.85,28.329,75000,3
27.77,16.11,16.867,45000,2
30.87,33.93,26.518,80000,3
25.52,17.29,22.505,65000,2
34.35,36.14,29.216,90000,3
28.89,25.57,21.079,60000,2
24.79,23.5,24.271,40000,2
26.55,17.08,13.973,29000,1
28.77,25.21,26.196,38000,1
36.77,23.35,31.111,9000,1
27.55,22.88,22.847,38000,1
32.19,20.5,19.989,26000,1
38.4,30.57,32.842,42000,2
50.5,48.34,40.729,50000,2
37.23,27.83,20.924,60000,2
29.67,33.11,27.333,60000,2
47.54,27.68,39.775,40000,2
39.18,28.42,33.807,70000,3
32.78,26.01,36.413,82000,3
26.17,16.43,22.913,42000,2
47.67,46.89,40.314,72000,3
41.8,34.49,22.744,85000,3
32.83,23.4,20.979,45000,2
40.24,34.92,34.613,103500,3
38.24,25.41,22.127,33000,1
44.16,29.02,26.404,50000,2
41.25,54.36,33.867,130000,3
35.53,31.16,21.481,75000,3
26.67,18.81,11.282,75000,3
44.27,29.36,25.005,50000,2
34.3,30.19,24.365,85000,3
34.97,32.43,23.235,40000,2
33.64,26.8,21.398,65000,2
48.44,31.64,35.335,75000,3
34.66,32.26,32.46,40000,2
26.76,22.38,24.217,80000,3
34.94,35.2,24.22,80000,3
45.54,33.95,37.051,75000,3
25.55,18.09,23.584,50000,2
35.31,24.55,36.567,100000,3
35.24,27.4,24.488,50000,2
30.08,13.3,29.65,26000,1
29.63,27.67,30.453,80000,3
30.37,23.61,33.217,40000,2
24.89,18.33,10.156,61000,2
28.95,20.57,20.209,61000,2
27.36,16.25,24.625,20000,1
33.14,19.65,12.268,14000,1
31.47,21.48,10.944,100000,3
30.55,28.07,23.875,40000,2
25.15,17.07,11.712,45000,2
35.29,22.77,15.793,55000,2
42.87,30.29,30.418,45000,2
38.24,26.26,27.564,45000,2
39.4,28.71,15.008,35000,1
47.23,40.97,21.162,82000,3
40.95,31.11,26.756,12000,1
45.93,36.78,31.536,30000,1
31.81,18.67,20.472,12000,1
37.26,31.54,21.742,26000,1
36.39,25.4,30.964,85000,3
33.39,17.17,12.001,15000,1
32.65,21.84,20.763,38000,1
60.03,30.09,17.557,13000,1
39.46,25.22,15.182,20000,1
26.22,23.47,18.325,40000,2
32.76,20.64,14.126,45000,2
32.52,21.35,22.751,18000,1
26.47,18.64,8.166,80000,3
29.82,26.48,28.134,34000,1
33.86,24.5,18.592,34000,1
26.49,29.2,18.99,39000,1
39.62,25.4,16.145,21000,1
39.79,32.69,37.686,50000,2
23.67,12.17,15.628,35000,1
30.48,15.79,11.695,60000,2
28.94,21.5,30.603,45000,2
39.69,33.33,15.633,42000,2
39.96,30.79,27.697,70000,3
42.1,30.29,14.42,45000,2
38.41,29.97,23.946,90000,3
32.77,21.66,17.61,150000,3
46.7,35.32,29.959,40000,2
55.36,83.24,34.578,75000,3
27.61,24.77,29.309,22000,1
35.42,24.36,31.885,50000,2
39.87,29.04,29.747,60000,2
67.68,42.04,28.919,30000,1
34.55,25.97,17.728,21000,1
53.11,34.57,37.685,90000,3
43.02,20.48,29.317,47000,2
51.55,38.44,27.623,75000,3
25.23,16.5,12.149,30000,1
39.87,44.77,25.714,27000,1
30.43,23.27,16.492,32000,1
26.33,19.14,10.901,60000,2
108.91,51.78,43.111,80000,3
25.59,12.56,15.239,12000,1
31.57,19.94,15.82,27000,1
33.41,23.46,24.732,65000,2
29.41,21.92,14.072,24000,1
28.56,24.28,16.483,21200,1
39.96,28.39,21.969,30000,1
37.35,27.11,17.848,11000,1
25.23,20.45,21.824,43000,2
38.87,41.46,32.604,45000,2
48.49,37.53,34.003,60000,2
38.35,31.48,39.871,80000,3
43.2,38.2,32.308,150000,3
58.26,36.52,31.102,110000,3
43.2,29.01,24.436,62000,2
37.51,34.93,25.697,130000,3
35.52,31.27,31.362,140000,3
47.98,32.73,21.501,60000,2
37.33,27.12,22.567,30000,1
28.3,35.67,33.205,90000,3
42.49,28.78,23.361,150000,3
34.97,30.66,34.901,16000,1
43.64,28.09,31.8,100000,3
112.57,57.61,34.199,150000,3
34.49,25.31,33.027,150000,3
40.1,32.08,20.276,55000,2
41.35,23.2,26.755,150000,3
48.76,31.66,29.798,95000,3
47.32,40.02,26.622,75000,3
31.37,21.55,9.173,30000,1
57.45,48.33,30.755,35000,1
28.27,23.55,34.3,100000,3
33.89,20.41,20.536,50000,2
31.29,19.66,17.309,110000,3
29.22,23.33,20.71,47000,2
47.03,35.57,28.124,50000,2
34.67,23.51,25.927,80000,3
31.05,21.22,13.033,6500,1
32.65,26.24,25.02,24000,1
38.96,33.51,26.596,75000,3
31.87,22.36,23.27,50000,2
41.05,32.42,26.127,75000,3
29.65,30.55,25.075,85000,3
28.76,22.65,15.966,40000,2
25.97,12.76,8.583,40000,2
43.8,28.69,37.455,120000,3
34.13,20.97,29.656,50000,2
33.58,32.86,28.181,22000,1
33.14,26.91,26.506,90000,3
49.19,42.46,28.786,100000,3
24.78,19.75,24.063,42000,2
28.18,21.18,23.942,55000,2
28.02,20.97,22.722,70000,3
32.18,29.26,30.258,110000,3
32.2,20.24,25.348,27000,1
32.51,21.52,14.206,55000,2
42.8,25.76,25.517,27000,1
33.78,22.51,18.818,29000,1
35.37,24.79,18.707,50000,2
26.52,25.64,31.22,50000,2
34.14,25.65,33.39,18000,1
31.75,18.95,25.209,123000,3
33.39,25.18,27.336,85000,3
33.9,39.64,32.34,28000,1
49.72,34.69,35.751,40000,2
37.37,25.18,26.954,40000,2
31.84,25.62,20.909,53000,2
38.34,35.84,30.228,50000,2
39.63,27.73,33.59,42000,2
32.24,25.17,24.302,65000,2
32.74,28.57,18.695,75000,3
29.68,23.4,33.667,28000,1
27.5,19.98,19.601,65000,2
26.65,23.83,21.669,40000,2
27.16,25.54,20.831,75000,3
34.87,23.87,24.775,50000,2
39.25,25.3,29.328,38000,1
34.84,23.67,25.912,70000,3
36.54,29.83,32.526,54000,2
24.13,12.39,17.468,50000,2
42.5,27.47,31.87,55000,2
45.44,30.36,26.894,50000,2
28.41,24.01,25.626,35000,1
26.47,15.74,13.193,28000,1
24.61,19.26,15.226,10000,1
32.41,19.9,20.296,80000,3
26.67,16.68,11.984,13000,1
32.3,20.3,10.504,2000,1
30.31,16.4,14.147,30000,1
29.62,19.33,27.555,45000,2
25.24,15.14,12.676,14000,1
26.97,18.62,17.071,15000,1
22.03,17.21,9.034,36000,1
32.79,36.4,28.611,37000,1
28.56,28.98,20.594,12000,1
27.55,24.89,20.091,75000,3
25.12,18.64,16.428,21000,1
31.27,28.77,25.888,90000,3
28.21,19.93,14.547,90000,3
24.66,14.45,22.49,60000,2
34.57,20.24,23.56,45000,2
26.63,14.1,15.99,80000,3
30.8,25.64,29.329,85000,3
52.64,43.29,36.004,100000,3
33.92,23.8,25.65,30000,1
27.73,24.31,24.929,19000,1
29.45,25.22,30.588,110000,3
33.53,35.21,26.911,22000,1
35.83,30.31,26.466,150000,3
29.4,29.99,36.617,80000,3
35.54,26.1,22.32,65000,2
34.04,25.05,15.678,55000,2
32.67,22.68,16.749,60000,2
29.06,22,28.116,40000,2
39.02,28.03,20.922,65000,2
31.01,29.07,27.919,9600,1
26.17,20.93,16.788,16000,1
25.74,19.17,23.111,65000,2
35.48,28.05,30.4,30000,1
26.4,21.26,20.1,30000,1
30.84,19.47,19.009,64000,2
28.31,16.09,17.724,70000,3
38.6,41.6,20.404,58000,2
37.17,31.1,23.28,52000,2
23.99,12.8,12.987,17000,1
34.07,24.51,27.205,50000,2
28.78,26.75,20.595,60000,2
24.06,20.67,16.464,18000,1
26.24,18.57,19.582,16600,1
29.4,28.08,28.503,35000,1
23.11,15.15,12.435,9000,1
25.81,19.38,25.093,31000,1
30.14,17.28,26.82,68000,2
33.33,22.56,23.448,45000,2
31.42,17.96,12.848,50000,2
23.66,20.65,14.002,11500,1
26.59,20.51,28.617,48000,2
32.12,23.33,16.872,85000,3
29.54,30.99,25.792,48000,2
34.28,23.49,16.694,50000,2
26.62,21.7,18.473,75000,3
25.15,16.72,21.891,8000,1
37.8,40.16,33.46,125000,3
44.21,25.66,34.54,100000,3
52.94,27.8,33.059,150000,3
65.83,48.3,28.758,113000,3
49.21,36.4,24.176,45000,2
32.06,21.95,22.74,35000,1
50.57,27.5,29.233,81000,3
49.52,35.02,31.099,77000,3
34.55,28.06,20.108,70000,3
49.31,26.2,11.98,60000,2
31.71,21.22,20.407,34000,1
31.29,26.17,27.267,50000,2
41.07,28.4,17.494,42000,2
36.3,32.26,27.31,27000,1
28.4,13,19.06,26000,1
29.54,22.97,20.343,45000,2
27.85,24.82,31.984,70000,3
24.46,14,10.343,35000,1
36.3,24.94,29.194,65000,2
32.79,34.35,24.644,38000,1
50.37,29.84,30.6,55000,2
49.69,54.27,31.326,45000,2
42.98,29.18,32.227,130000,3
38.79,26.84,21.233,90000,3
45.29,29.6,27.526,41000,2
42.18,44.19,30.508,85000,3
49.85,44.56,27.209,50000,2
35.45,26.32,19.762,30000,1
36.21,19.81,22.15,30000,1
44.09,41.6,32.604,65000,2
59.65,66.97,36.709,33000,1
32.03,23.76,25.066,40000,2
32.12,21.66,8.134,10800,1
33.99,35.27,22.383,19000,1
28.84,18.1,13.617,55000,2
55.55,55.51,45.073,45000,2
64.76,58.93,18.556,110000,3
39.01,30.18,27.413,44000,2
33.33,41.53,28.107,60000,2
30.81,22.28,17.513,9000,1
26.65,17.8,21.802,49000,2
34.43,30.23,29.588,62000,2
30.58,28.37,28.356,76000,3
30.95,26.51,19.979,75000,3
31.41,32.94,31.685,30000,1
138.51,49.91,38.634,60000,2
44.92,34.4,37.099,40000,2
32.67,26.55,22.441,30000,1
50.76,54.16,34.723,30000,1
43.24,41.09,39.461,70000,3
52.96,27.93,32.965,72000,3
32.14,39.17,22.678,65000,2
36.63,32.9,27.084,75000,3
28.01,24.76,16.395,40000,2
35.58,21.75,17.812,28000,1
49.42,26.84,25.719,50000,2
26.19,19.19,15.015,35000,1
37.96,26.98,14.702,90000,3
45.71,33.6,26.372,88000,3
58.29,34.95,28.849,78000,3
24.18,18.22,13.725,24000,1
52.86,33.85,37.652,90000,3
40.72,36.23,36.686,120000,3
31.27,25.18,16.708,20000,1
31.94,18.22,21.739,48000,2
53.53,40.03,35.837,68000,2
47.73,41.23,24.815,32000,1
44.5,21.79,13.551,11000,1
39.91,38.51,30.891,60000,2
37.54,29.43,14.704,50000,2
46.63,39.32,27.107,150000,3
30.2,25.36,11.753,48000,2
26.87,17.66,9.045,18000,1
39.04,20.1,26.228,74000,3
31.96,24.4,29.808,27000,1
50.78,46.03,32.543,49000,2
38.41,40.82,27.112,50000,2
31.66,27.66,23.068,20000,1
26.39,17.98,16.342,9000,1
29.67,25.06,16.026,60000,2
47.92,33.95,27.129,38000,1
31.63,27.19,24.167,12000,1
34.69,33.19,26.951,52000,2
29.53,35.58,19.922,42000,2
39.26,29.41,27.405,100000,3
29.06,17.76,24.611,2600,1
24.4,15.96,18.507,17000,1
38.09,23.21,29.105,40000,2
42.12,37.32,30.445,35000,1
26.21,16.69,22.408,7000,1
28.96,25.75,16.547,14500,1
25.49,14.44,16.227,23400,1
27.72,19.77,21.343,27000,1
26.75,26.27,31.518,9000,1
31.16,19.62,20.16,12000,1
26.72,12.59,15.34,10000,1
28.52,21.35,21.953,8000,1
31.18,18.73,15.513,25000,1
26.74,18.58,23.073,27000,1
50.26,38.18,18.643,23000,1
43.76,30.77,23.607,50000,2
38.68,22.64,27.61,32000,1
36.14,28.97,34.302,120000,3
46.02,36.53,35.683,80000,3
35.7,33.97,28.107,100000,3
38.15,33.56,32.767,90000,3
37.56,23.01,27.578,60000,2
52.49,45.93,38.723,70000,3
66.67,67.39,38.045,78000,3
48.89,34.92,41.882,95000,3
51.79,67.51,36.994,150000,3
105.91,42.02,41.758,150000,3
45.03,44.6,36.282,90000,3
43.93,25.48,24.718,55000,2
46.92,37.1,28.237,75000,3
48.95,44.13,33.523,150000,3
38.33,29.74,36.791,150000,3
32.84,20.79,29.098,18000,1
37.19,22.59,36.801,60000,2
31.5,18.7,25.665,55000,2
38.82,38.05,23.252,70000,3
56.75,57.51,30.103,100000,3
82.45,27.53,34.502,74000,3
41.98,37.53,25.327,126000,3
30.12,23.84,19.888,52000,2
68.29,48.52,39.693,90000,3
28.9,25.76,23.019,30000,1
42.63,37,33.773,90000,3
27.86,23.6,30.933,90000,3
47.59,46.02,29.346,65000,2
37.18,31.9,25.788,60000,2
31.09,26.09,30.66,70000,3
50,45.74,44.062,90000,3
26.14,19.36,21.626,68000,2
27.07,19.29,21.419,27000,1
36.2,26.01,27.508,48000,2
36.01,28.88,17.548,21000,1
44.19,46.65,24.454,90000,3
46.92,27.07,27.161,75000,3
30.93,27.37,28.458,17000,1
28.62,22.85,21.943,23000,1
47.43,34.77,25.35,55000,2
34.96,27.92,27.891,45000,2
41.96,26.24,33.985,45000,2
39.55,30.74,25.896,18000,1
35.22,33.92,31.509,25000,1
30.09,16.44,22.838,20000,1
36.37,25.33,25.564,50000,2
47.03,35.66,23.022,80000,3
37.92,25.12,23.146,32000,1
29.22,28.01,31.778,70000,3
33.93,24,16.88,55000,2
40.73,32.46,25.324,42000,2
50.02,38.26,36.808,60000,2
39.85,21.47,23.517,45000,2
27.56,37.64,38.291,52000,2
26.17,21.35,19.332,60000,2
44.72,31,30.924,72000,3
38.31,39.12,26.228,20000,1
36.32,26.53,27.57,35000,1
27.2,28.36,25.075,40000,2
35.54,33.34,32.396,52000,2
45.67,36.31,32.835,80000,3
32.48,27.2,28.084,50000,2
38.96,41.84,30.526,90000,3
26.2,24.76,29.488,25000,1
40.66,38.67,35.758,50000,2
32.49,26.01,24.629,80000,3
33.35,31.59,31.222,70000,3
59.72,48.08,29.552,50000,2
31.7,23.16,24.56,38000,1
36.42,19.62,22.638,42000,2
33.25,25.51,26.443,78000,3
51.46,46.35,21.478,32000,1
34.85,25.66,27.522,60000,2
41.59,28.66,31.904,45000,2
33.89,17.45,25.113,40000,2
26.71,26.21,23.562,41600,2
37.54,29.81,23.751,62000,2
30.29,24.9,19.788,45000,2
42.08,29.11,30.822,88000,3
26.61,13.75,18.111,39000,1
39.83,28.56,33.688,60000,2
26.6,21.1,25.012,70000,3
34.16,23.12,17.055,60000,2
39.9,29.59,29.078,110000,3
38.47,40.29,31.011,75000,3
32.76,27.88,22.607,98000,3
50.38,40.34,23.754,65000,2
47.85,37.23,38.308,80000,3
37.09,24.93,26.346,60000,2
47.94,37.3,36.314,70000,3
43.86,31.76,28.354,100000,3
49.84,42.23,29.357,92000,3
42.63,32.24,26.33,49700,2
36.77,34.33,30.494,100000,3
41.71,34.36,30.496,120000,3
35.02,27.96,23.571,90000,3
33.76,17.43,14.134,73000,3
39.3,29.33,22.946,62000,2
30.64,22.34,25.703,100000,3
36.43,30.31,30.669,100000,3
38.74,28.49,25.667,75000,3
35.07,26.91,27.408,100000,3
43.43,33.29,24.516,50000,2
31.55,26.01,17.315,7000,1
46.83,30.48,29.187,68000,2
39.42,27.9,29.453,65000,2
31.27,25.23,26.802,63000,2
45.39,21.9,21.496,60000,2
31.42,20.13,20.238,11000,1
28.83,30.29,26.819,106000,3
34.42,28.03,33.53,65000,2
29.1,23.84,26.426,125000,3
29.87,23.52,24.073,42000,2
32.32,30.43,24.417,73000,3
32.14,23.15,17.627,16000,1
40.65,33.79,23.147,40000,2
35.19,32.32,26.575,16000,1
36.87,30.63,31.274,70000,3
27.82,18.42,9.25,14000,1
26.63,26.23,27.707,32000,1
37.55,26.34,24.157,60000,2
28.73,23.2,22.061,34000,1
30.03,23.2,27.419,30000,1
36.76,36.69,25.78,17000,1
31.57,33.36,29.209,30000,1
32.65,20.08,22.683,30000,1
34.93,24,21.317,21000,1
32.7,31.38,23.244,11000,1
24.89,14.86,15.128,3500,1
33.92,24.03,14.464,6000,1
27.36,18.52,17.47,32000,1
32.12,24.18,18.57,36000,1
34.77,19.23,18.854,40000,2
29.25,21.74,22.939,42000,2
34.17,28.88,27.065,31000,1
32.05,21.64,27.712,30000,1
31.84,29.94,24.186,60000,2
43.78,31.57,23.606,12000,1
25.92,13.75,20.168,34000,1
32.84,19.57,32.132,27000,1
33.07,47.23,38.815,75000,3
37.49,26.21,26.67,18000,1
34.52,26.74,28.838,45000,2
35.96,27.64,24.982,32000,1
34.47,28.04,24.215,30000,1
23.4,15.48,13.184,25000,1
102.8,38.58,39.448,47000,2
31.7,18.35,21.889,65000,2
36.59,26.99,29.703,19000,1
36.95,41.3,39.086,50000,2
32.1,26.62,23.957,70000,3
41.89,45.12,32.933,60000,2
43.32,40.42,37.103,40000,2
42.54,36.4,35.527,36000,1
24.98,17.76,27.407,90000,3
50.87,42.63,28.839,40000,2
32.55,30.68,24.006,50000,2
32.82,29.75,25.273,27000,1
41.69,32.21,27.154,135000,3
37.29,42.39,31.358,112000,3
49.55,33.75,36.33,85000,3
29.05,23.46,31.11,45000,2
38.79,35.54,26.716,58000,2
28.71,29.57,35.39,60000,2
41.5,31.94,29.668,70000,3
66.67,74.95,41.845,81000,3
33.62,26.51,31.678,50000,2
38.08,36.43,23.349,50000,2
33.24,25.76,23.495,150000,3
39.18,47.19,22.018,80000,3
39.25,37.43,30.044,40000,2
46.21,61.31,25.713,30000,1
48.02,44.49,26.544,150000,3
27.97,19.76,26.36,28000,1
39.3,28.62,22.275,40000,2
32.57,23.49,28.1,18000,1
37.54,33.43,24.236,35000,1
39.14,37.88,26.148,40000,2
32.41,25.84,24.616,54000,2
38.49,26.59,24.347,40000,2
25.41,18.46,17.759,40000,2
31.69,19.97,26.419,45000,2
23.77,15.99,12.904,20000,1
34.28,28.59,33.344,58000,2
30.17,36.72,21.794,40000,2
27.71,18.55,20.995,50000,2
42.55,33.63,32.108,65000,2
38.57,37.14,31.923,70000,3
30.63,25.66,32.324,80000,3
35.84,34.93,24.734,60000,2
32.36,26.33,26.478,60000,2
27.79,20.42,20.256,70000,3
24.05,19.07,9.122,39000,1
30.81,19.28,14.649,38000,1
32.81,24.57,13.529,37000,1
32.29,16.67,11.994,9000,1
30.3,18.57,22.258,50000,2
35.06,15.32,18.94,45000,2
34.36,25.35,15.026,70000,3
26.94,19.89,20.559,55000,2
34.22,22.96,19.249,33000,1
32.84,16.48,11.918,13000,1
25.24,13.16,23.499,45000,2
39.44,29.22,33.37,55000,2
43.94,29.45,21.98,34000,1
29.2,19.51,22.39,50000,2
35.98,29.91,28.741,40000,2
26.38,19.05,18.763,30000,1
26.08,17.71,26.175,49000,2
32.42,28.71,30.176,35000,1
33.6,20.15,19.418,40000,2
34.93,30.64,36.218,100000,3
29.17,27.83,29.47,45000,2
35.36,36.89,33.891,140000,3
31.88,27.55,37.469,50000,2
26.19,24.2,26.664,36000,1
35.87,25.54,29.365,62000,2
30.14,19.4,32.179,36000,1
34.22,23.87,22.444,52000,2
32.29,22.48,27.406,45000,2
36.6,38.44,30.066,95000,3
36.84,33.41,24.6,50000,2
38.1,30.85,40.489,50000,2
36,30.92,14.841,55000,2
94.66,50.75,38.992,55000,2
30.44,23.25,14.873,25000,1
27.8,19.17,18.554,64000,2
34.06,38.14,24.923,95000,3
39.35,29.07,25.571,60000,2
34.17,28.42,23.872,55000,2
29.3,25.89,32.003,60000,2
28.27,29.14,38.03,28000,1
38.5,36.72,25.381,45000,2
41.71,41.63,33.587,21000,1
44.06,28.64,21.325,60000,2
30.28,21.81,26.305,125000,3
45.74,43.61,29.704,35000,1
39.03,34.7,22.088,42000,2
82.78,41.4,34.73,4000,1
28.49,19.8,15.044,23000,1
31.75,23.56,14.764,34000,1
86.3,53.86,34.071,78000,3
49.1,33.41,27.922,130000,3
38.99,27.34,35.154,150000,3
35.82,17.43,19.473,55000,2
38.38,36,40.208,90000,3
50.68,55.33,41.026,100000,3
29.11,33.84,24.202,35000,1
34.14,29.28,19.085,30000,1
39.85,40.97,29.563,50000,2
53.12,44.29,31.923,75000,3
40.23,29.72,31.414,35000,1
39.36,31.04,30.228,70000,3
32.06,22.53,28.766,35000,1
36.45,30.59,32.061,52000,2
47.67,41.27,35.112,150000,3
36.49,44.82,35.144,35000,1
45.87,35.86,29.131,65000,2
40.69,35.2,27.906,30000,1
50.66,45.16,25.615,35000,1
38.43,37.68,37.101,36000,1
36.79,34.66,30.243,120000,3
33.53,32.95,21.788,30000,1
33.32,30.23,28.627,35000,1
36.63,41.58,30.634,50000,2
34.83,32.88,32.866,85000,3
36.42,38.08,24.272,70000,3
35.99,27.59,29.756,50000,2
33,22.47,19.316,12000,1
39.68,42.63,32.605,75000,3
40.22,33.99,33.007,70000,3
26.37,20.19,17.058,28000,1
26.57,20.59,22.198,65000,2
25.43,21.56,22.701,52000,2
46.7,41.56,30.812,41000,2
33.52,23.3,18.667,16500,1
39.77,31.78,20.875,17000,1
26.95,22.07,28.341,45000,2
35.6,33.61,28.597,42000,2
29.47,13.97,23.473,60000,2
25.85,23.4,23.012,16000,1
28.58,19.15,24.413,45000,2
23.48,17.19,17.002,10000,1
29.75,29.85,21.211,60000,2
29.14,31.9,28.308,64000,2
26.76,17.42,14.514,8000,1
32.4,25.18,14.301,50000,2
36.93,30.93,25.869,10000,1
33.27,31.2,20.433,48000,2
25.49,15.89,17.354,44000,2
29.43,21.36,16.69,10000,1
27.25,24.57,24.573,26000,1
25.06,15.33,13.192,19000,1
28.95,24.21,25.78,45000,2
28.11,15.59,10.487,18000,1
30.88,26.4,21.398,7000,1
35.49,36.29,30.539,35000,1
53.25,44.24,31.467,62000,2
37.9,31.3,22.15,32000,1
42.21,34.64,27.517,100000,3
38.26,23.63,11.805,45000,2
32.23,21.94,16.128,24000,1
27.67,18.03,25.193,57000,2
27.41,17.1,14.09,42000,2
26.95,12.98,16.515,42000,2
36.9,24.65,18.352,40000,2
38.11,33.68,26.227,60000,2
29.07,22.75,22.304,30000,1
35.43,25.1,23.629,50000,2
40.69,32.53,33.092,60000,2
35.76,30.51,19.23,60000,2
48.94,36.91,25.08,55000,2
34.76,27.85,27.607,40000,2
44.29,41.63,33.958,65000,2
32.67,25.48,27.278,45000,2
36.53,24.67,29.9,20000,1
34.23,29.66,22.53,46000,2
33.03,23.99,26.906,45000,2
40.24,35.44,26.535,42000,2
46.5,49.16,25.203,150000,3
36.85,34.35,23.653,65000,2
34.34,31.25,24.123,78000,3
31.32,24.81,9.381,18000,1
29.76,21.2,10.335,24000,1
37.93,25.77,28.51,50000,2
36.98,22.78,27.057,16000,1
35.56,45.92,26.736,50000,2
64.97,27.8,22.753,22000,1
31.23,18.58,17.489,46000,2
27.92,20.23,30.015,23000,1
36.78,28.04,20.671,20000,1
33.73,31.96,30.631,60000,2
39.23,26.88,31.33,48000,2
28.29,24.54,18.44,20000,1
30.46,23.14,15.006,30000,1
